Common Name,Threatened status,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Kingdom,Class
"White-winged Fairy-wren (Dirk Hartog Island), Dirk Hartog Black-and-White Fairy-wren",Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Aves
Black-eared Miner,Endangered,-,Yes,-,-,Yes,-,Yes,-,Animalia,Aves
"King Fern, Para, Potato Fern",Endangered,-,-,-,-,-,-,-,-,Plantae,Polypodiatae
Derwent River Seastar,Critically Endangered,-,-,-,-,-,Yes,-,-,Animalia,Asteroidea
-,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Clear Milkvine,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
"Broad-toothed Rat (mainland), Tooarrana",Endangered,Yes,Yes,-,-,Yes,-,Yes,-,Animalia,Mammalia
Gray's Helicarionid Land Snail,Critically Endangered,-,-,-,-,-,-,-,-,Animalia,Gastropoda
Phillip Island Helicarionid Land Snail,Critically Endangered,-,-,-,-,-,-,-,-,Animalia,Gastropoda
Suter's Striped Glass-snail,Critically Endangered,-,-,-,-,-,-,-,-,Animalia,Gastropoda
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Giant Gippsland Earthworm,Vulnerable,-,-,-,-,-,-,Yes,-,Animalia,Oligochaeta
Biconvex Paperbark,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Deane's Melaleuca,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Wongan Melaleuca,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"South-eastern Hooded Robin, Hooded Robin (south-eastern)",Endangered,Yes,Yes,-,Yes,Yes,-,Yes,-,Animalia,Aves
"Tiwi Islands Hooded Robin, Hooded Robin (Tiwi Islands)",Critically Endangered,-,-,Yes,-,-,-,-,-,Animalia,Aves
Lake Eacham Rainbowfish,Endangered,-,-,-,Yes,-,-,-,-,Animalia,Actinopterygii
Malanda Rainbowfish,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Actinopterygii
Running River Rainbowfish,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Actinopterygii
Narrow-leaf Melichrus,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Hairy Melichrus,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Shade Tree,Vulnerable,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida
Norfolk Island Mahoe,Critically Endangered,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida
"Whiteywood, a tree",Vulnerable,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida
Kangaroo Island Brown-headed Honeyeater,Endangered,-,-,-,-,Yes,-,-,-,Animalia,Aves
Bramble Cay Melomys,Extinct,-,-,-,Yes,-,-,-,-,Animalia,Mammalia
"Maroubra Woodland Snail, Maroubra Land Snail",Endangered,-,Yes,-,-,-,-,-,-,Animalia,Gastropoda
Narrow-leaved Meryta,Vulnerable,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida
"Shade Tree, Broad-leaved Meryta",Critically Endangered,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida
"Black-footed Tree-rat (Kimberley and mainland Northern Territory), Djintamoonga, Manbul",Endangered,-,-,Yes,-,-,-,-,Yes,Animalia,Mammalia
Black-footed Tree-rat (Melville Island),Vulnerable,-,-,Yes,-,-,-,-,-,Animalia,Mammalia
"Black-footed Tree-rat (north Queensland), Shaggy Rabbit-rat",Vulnerable,-,-,-,Yes,-,-,-,-,Animalia,Mammalia
Fitzroy Land Snail,Endangered,-,-,Yes,-,-,-,-,-,Animalia,Gastropoda
-,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Wongan Microcorys,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"Francistown Cave Cricket, Southern sandstone cave cricket",Critically Endangered,-,-,-,-,-,Yes,-,-,Animalia,Insecta
Angus's Onion Orchid,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
South-Coast Mignonette Orchid,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida
Barrow Cave Gudgeon,Endangered,-,-,-,-,-,-,-,Yes,Animalia,Actinopterygii
"Cape Range Cave Gudgeon, Blind Gudgeon",Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Actinopterygii
Southern Bent-wing Bat,Critically Endangered,-,-,-,-,Yes,-,Yes,-,Animalia,Mammalia
Minnie Daisy,Vulnerable,-,-,Yes,-,-,-,-,Yes,Plantae,Magnoliopsida
Horsfield's Bushlark (Tiwi Islands),Vulnerable,-,-,Yes,-,-,-,-,-,Animalia,Aves
Southern Elephant Seal,Vulnerable,-,-,-,-,Yes,Yes,-,-,Animalia,Mammalia
-,Critically Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
a vine,Vulnerable,-,-,Yes,-,-,-,-,-,Plantae,Magnoliopsida
"Stuttering Frog, Southern Barred Frog (in Victoria)",Vulnerable,-,Yes,-,Yes,-,-,Yes,-,Animalia,Amphibia
Fleay's Frog,Endangered,-,Yes,-,Yes,-,-,-,-,Animalia,Amphibia
"Giant Barred Frog, Southern Barred Frog",Vulnerable,-,Yes,-,Yes,-,-,-,-,Animalia,Amphibia
Kangaroo Island Micro-trapdoor Spider,Endangered,-,-,-,-,Yes,-,-,-,Animalia,Arachnida
Southern Purple Spotted Gudgeon (Murray-Darling Basin population),Endangered,-,Yes,-,Yes,Yes,-,Yes,-,Animalia,Actinopterygii
"Flinders Ranges Mogurnda, Flinders Ranges Purple-spotted Gudgeon",Vulnerable,-,-,-,Yes,Yes,-,-,-,Animalia,Actinopterygii
"Dalhousie Mogurnda, Dalhousie Purple-spotted Gudgeon",Critically Endangered,-,-,-,-,Yes,-,-,-,Animalia,Actinopterygii
Grass Fern,Extinct,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae
Trailing Monotoca,Endangered,-,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida
"Non-parasitic Lamprey, Precocious Lamprey",Endangered,-,Yes,-,Yes,-,-,Yes,-,Animalia,Cephalaspidomorphi
"Shrubby Creeper, Pohuehue",Endangered,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida
Tuggeranong Lignum,Endangered,Yes,-,-,-,-,-,-,-,Plantae,Magnoliopsida
Daintree's River Banana,Extinct,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida
Jerramungup Myoporum,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Popwood, Sandalwood",Critically Endangered,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Extinct,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Chiddarcooping Myriophyllum,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Ridged Water-milfoil,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Numbat,Endangered,-,Yes,Yes,-,Yes,-,-,Yes,Animalia,Mammalia
Ant Plant,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Beech,Vulnerable,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida
"Purple-leaf Muttonwood, Lismore Muttonwood",Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Masters' Charopid Land Snail,Critically Endangered,-,Yes,-,-,-,-,-,-,Animalia,Gastropoda
Western Sawshelled Turtle,Endangered,-,Yes,-,Yes,-,-,-,-,Animalia,Reptilia
Purvis' Turtle,Endangered,-,Yes,-,-,-,-,-,-,Animalia,Reptilia
Nangur Spiny Skink,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Reptilia
Balston's Pygmy Perch,Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Actinopterygii
Southern Pygmy Perch (Murray-Darling Basin lineage),Vulnerable,-,Yes,-,-,Yes,-,Yes,-,Animalia,Actinopterygii
Yarra Pygmy Perch,Endangered,-,-,-,-,Yes,-,Yes,-,Animalia,Actinopterygii
Oxleyan Pygmy Perch,Endangered,-,Yes,-,Yes,-,-,-,-,Animalia,Actinopterygii
Little Pygmy Perch,Endangered,-,-,-,-,-,-,-,Yes,Animalia,Actinopterygii
"Variegated Pygmy Perch, Ewens Pygmy Perch, Golden Pygmy Perch",Vulnerable,-,-,-,-,Yes,-,Yes,-,Animalia,Actinopterygii
Flatback Turtle,Vulnerable,-,Yes,Yes,Yes,-,-,-,Yes,Animalia,Reptilia
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Windswept Helmet-orchid,Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Liliopsida
Leafy Nematolepis,Critically Endangered,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Harsh Nematolepis,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Shiny Nematolepis,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Liliopsida
"Australian Lungfish, Queensland Lungfish",Vulnerable,-,-,-,Yes,-,-,-,-,Animalia,Sarcopterygii
"Star Finch (eastern), Star Finch (southern)",Endangered,-,Yes,-,Yes,-,-,-,-,Animalia,Aves
A native bee,Critically Endangered,-,-,-,-,-,-,-,Yes,Animalia,Insecta
Orange-bellied Parrot,Critically Endangered,-,Yes,-,-,Yes,Yes,Yes,-,Animalia,Aves
Blue-winged Parrot,Vulnerable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-,Animalia,Aves
"Australian Sea-lion, Australian Sea Lion",Endangered,-,-,-,-,Yes,-,Yes,Yes,Animalia,Mammalia
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Dalhousie Catfish,Critically Endangered,-,-,-,-,Yes,-,-,-,Animalia,Actinopterygii
marine brown alga,Endangered,-,Yes,-,-,-,Yes,Yes,-,Plantae,Phaeophyceae
Kangaroo Island White-eared Honeyeater,Endangered,-,-,-,-,Yes,-,-,-,Animalia,Aves
Norfolk Island Kaka,Extinct,-,-,-,-,-,-,-,-,Animalia,Aves
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
"Christmas Island Hawk-Owl, Christmas Boobook",Vulnerable,-,-,-,-,-,-,-,-,Animalia,Aves
"Lord Howe Southern Boobook, Lord Howe Boobook Owl",Extinct,-,Yes,-,-,-,-,-,-,Animalia,Aves
"Norfolk Island Boobook, Norfolk Island Morepork, Southern Boobook (Norfolk Island)",Endangered,-,-,-,-,-,-,-,-,Animalia,Aves
a green alga,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Streptophyta (no class)
Toolache Wallaby,Extinct,-,-,-,-,Yes,-,Yes,-,Animalia,Mammalia
Parma Wallaby,Vulnerable,-,Yes,-,-,-,-,-,-,Animalia,Mammalia
Krefft's Tiger Snake (Flinders Ranges),Vulnerable,-,-,-,-,Yes,-,-,-,Animalia,Reptilia
Cooneana Olive,Critically Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Lloyd's Olive,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
"Short-tailed Hopping-mouse, Yoontoo",Extinct,-,-,Yes,-,Yes,-,-,Yes,Animalia,Mammalia
"Northern Hopping-mouse, Woorrentinta",Endangered,-,-,Yes,Yes,-,-,-,-,Animalia,Mammalia
"Dusky Hopping-mouse, Wilkiniti",Vulnerable,-,Yes,Yes,Yes,Yes,-,-,-,Animalia,Mammalia
"Long-tailed Hopping-mouse, Koolawa, Talamba",Extinct,-,Yes,Yes,-,Yes,-,-,Yes,Animalia,Mammalia
"Large-eared Hopping-mouse, Noompa, Big -eared Hopping-mouse",Extinct,-,-,-,-,-,-,-,Yes,Animalia,Mammalia
"Darling Downs Hopping-mouse, Payi",Extinct,-,Yes,-,Yes,-,-,-,-,Animalia,Mammalia
"Broad-cheeked Hopping-mouse, Great Hopping-mouse",Extinct,-,-,-,-,Yes,-,-,-,Animalia,Mammalia
"Eastern Curlew, Far Eastern Curlew",Critically Endangered,-,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Animalia,Aves
"Nawaran, Oenpelli Python, Oenpelli Rock Python",Vulnerable,-,-,Yes,-,-,-,-,-,Animalia,Reptilia
"Corben's Long-eared Bat, South-eastern Long-eared Bat",Vulnerable,-,Yes,-,Yes,Yes,-,Yes,-,Animalia,Mammalia
"Lord Howe Long-eared Bat, Lord Howe Island Bat",Extinct,-,Yes,-,-,-,-,-,-,Animalia,Mammalia
Mossman Fairy Orchid,Critically Endangered,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida
Southern Ochrosia,Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Arcadia Velvet Gecko,Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Reptilia
Arid Bronze Azure,Critically Endangered,-,-,-,-,-,-,-,Yes,Animalia,Insecta
Minnie Waters Olax,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Arckaringa Daisy,Endangered,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
Marble Daisy-bush,Vulnerable,-,-,-,-,-,-,Yes,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Dorrigo Daisy-bush,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"Swamp Daisy, Water Daisy",Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,Yes,-,-,-,-,-,Plantae,Magnoliopsida
Small-flowered Daisy-bush,Endangered,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
-,Extinct,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"Silver Daisy-bush, Silver-leaved Daisy, Velvet Daisy-bush",Vulnerable,-,-,-,-,Yes,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida
"Lord Howe and Norfolk Islands Skink, Lord Howe Island Skink",Vulnerable,-,Yes,-,-,-,-,-,-,Animalia,Reptilia
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
"Bridled Nail-tail Wallaby, Bridled Nailtail Wallaby",Endangered,-,Yes,-,Yes,Yes,-,Yes,-,Animalia,Mammalia
"Crescent Nailtail Wallaby, Tjawalpa, Wurrung",Extinct,-,Yes,Yes,-,Yes,-,-,Yes,Animalia,Mammalia
Esperance Dog Weed,Extinct,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Bronzeback Snake-lizard,Vulnerable,-,-,Yes,-,Yes,-,-,-,Animalia,Reptilia
Blind Cave Eel,Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Actinopterygii
Australian Snubfin  Dolphin,Vulnerable,-,-,Yes,Yes,-,-,-,Yes,Animalia,Mammalia
Rosewood Keeled Snail,Critically Endangered,-,-,Yes,-,-,-,-,Yes,Animalia,Gastropoda
"Marrawah Skipper, Alpine Sedge Skipper, Alpine Skipper",Vulnerable,-,-,-,-,-,Yes,-,-,Animalia,Insecta
"Ptunarra Brown, Ptunarra Brown Butterfly, Ptunarra Xenica",Endangered,-,-,-,-,-,Yes,-,-,Animalia,Insecta
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Polypodiatae
Mountain Villarsia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Long-necked Northern Leaf-tailed Gecko, McIlwraith Leaf-tailed Gecko",Critically Endangered,-,-,-,Yes,-,-,-,-,Animalia,Reptilia
"Barrow Island Wallaroo, Barrow Island Euro",Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Mammalia
"Onionwood, Bog Onion, Onion Cedar",Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Reflexed Everlasting,Vulnerable,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
"Clubmoss Everlasting, Table Mountain Daisy Bush",Extinct,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Wollumbin Dogwood,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Golden Whistler (Norfolk Island),Vulnerable,-,-,-,-,-,-,-,-,Animalia,Aves
Red-lored Whistler,Vulnerable,-,Yes,-,-,Yes,-,Yes,-,Animalia,Aves
Fairy Prion (southern),Vulnerable,-,Yes,-,Yes,Yes,Yes,Yes,Yes,Animalia,Aves
Edgar Range Pandanus,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida
Abbott's Booby,Endangered,-,-,-,-,-,-,-,-,Animalia,Aves
Sandplain Duck Orchid,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida
Shannon Paragalaxias,Vulnerable,-,-,-,-,-,Yes,-,-,Animalia,Actinopterygii
Great Lake Paragalaxias,Vulnerable,-,-,-,-,-,Yes,-,-,Animalia,Actinopterygii
Arthurs Paragalaxias,Endangered,-,-,-,-,-,Yes,-,-,Animalia,Actinopterygii
-,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Eltham Copper Butterfly,Endangered,-,-,-,-,-,-,Yes,-,Animalia,Insecta
"Bathurst Copper Butterfly, Purple Copper Butterfly, Bathurst Copper, Bathurst Copper Wing, Bathurst-Lithgow Copper, Purple Copper",Vulnerable,-,Yes,-,-,-,-,-,-,Animalia,Insecta
Dibbler,Endangered,-,-,-,-,-,-,-,Yes,Animalia,Mammalia
Forty-spotted Pardalote,Endangered,-,-,-,-,-,Yes,-,-,Animalia,Aves
Milky Silkpod,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Mt Larcom Silk Pod,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Tasmanian Live-bearing Seastar,Vulnerable,-,-,-,-,-,Yes,-,-,Animalia,Asteroidea
a grass,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Liliopsida
-,Extinct,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida
Spiral-leaved Patersonia,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Liliopsida
Plains-wanderer,Critically Endangered,-,Yes,Yes,Yes,Yes,-,Yes,-,Animalia,Aves
Omeo Stork's-bill,Endangered,Yes,Yes,-,-,-,-,Yes,-,Plantae,Magnoliopsida
Pennantia,Endangered,-,-,-,-,-,-,-,-,Plantae,Magnoliopsida
Shark Bay Bandicoot,Endangered,-,Yes,-,-,Yes,-,-,Yes,Animalia,Mammalia
"Western Barred Bandicoot (eastern), Liverpool Plains Striped Bandicoot",Extinct,-,Yes,-,-,-,-,-,-,Animalia,Mammalia
"Desert Bandicoot, Walilya",Extinct,-,-,Yes,-,Yes,-,-,Yes,Animalia,Mammalia
Eastern Barred Bandicoot (Tasmania),Vulnerable,-,-,-,-,-,Yes,-,-,Animalia,Mammalia
Eastern Barred Bandicoot (Mainland),Endangered,-,-,-,-,Yes,-,Yes,-,Animalia,Mammalia
"Marl, Western Barred Bandicoot",Extinct,-,-,-,-,-,-,-,Yes,Animalia,Mammalia
South-eastern Striped Bandicoot,Extinct,-,-,-,-,Yes,-,Yes,-,Animalia,Mammalia
"Butterfly Bandicoot, Nullarbor Barred Bandicoot",Extinct,-,-,-,-,Yes,-,-,Yes,Animalia,Mammalia
Lord Howe Earthworm,Critically Endangered,-,Yes,-,-,-,-,-,-,Animalia,Oligochaeta
"Knotweed, Tall Knotweed",Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Needle Geebung,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Bargo Geebung,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Mittagong Geebung,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
"Hairy Geebung, Hairy Persoonia",Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Extinct,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Clandulla Geebung,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Small-flowered Snottygobble,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Nodding Geebung,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
North Rothbury Persoonia,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Extinct,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
"Greater Glider (northern), Greater Glider (north-eastern Queensland)",Vulnerable,-,-,-,Yes,-,-,-,-,Animalia,Mammalia
Greater Glider (southern and central),Endangered,Yes,Yes,-,Yes,-,-,Yes,-,Animalia,Mammalia
Yellow-bellied Glider (south-eastern),Vulnerable,Yes,Yes,-,Yes,-,-,Yes,-,Animalia,Mammalia
"Yellow-bellied Glider (Wet Tropics), Fluffy Glider",Endangered,-,-,-,Yes,-,-,-,-,Animalia,Mammalia
Mahogany Glider,Endangered,-,-,-,Yes,-,-,-,-,Animalia,Mammalia
Cape York Rock-wallaby,Endangered,-,-,-,Yes,-,-,-,-,Animalia,Mammalia
Nabarlek (Top End),Endangered,-,-,Yes,-,-,-,-,-,Animalia,Mammalia
Nabarlek (Victoria River District),Critically Endangered,-,-,Yes,-,-,-,-,-,Animalia,Mammalia
Nabarlek (Kimberley),Endangered,-,-,-,-,-,-,-,Yes,Animalia,Mammalia
"Warru, Central Australian Rock-wallaby",Vulnerable,-,-,Yes,-,Yes,-,-,Yes,Animalia,Mammalia
Recherche Rock-wallaby,Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Mammalia
"Wiliji, West Kimberley Rock-wallaby",Endangered,-,-,-,-,-,-,-,Yes,Animalia,Mammalia
"Black-flanked Rock-wallaby, Moororong, Black-footed Rock Wallaby",Endangered,-,-,-,-,-,-,-,Yes,Animalia,Mammalia
Brush-tailed Rock-wallaby,Vulnerable,Yes,Yes,-,Yes,-,-,Yes,-,Animalia,Mammalia
Proserpine Rock-wallaby,Endangered,-,-,-,Yes,-,-,-,-,Animalia,Mammalia
"Mount Claro Rock Wallaby, Sharman's Rock Wallaby",Vulnerable,-,-,-,Yes,-,-,-,-,Animalia,Mammalia
Yellow-footed Rock-wallaby (central-western Queensland),Vulnerable,-,-,-,Yes,-,-,-,-,Animalia,Mammalia
Yellow-footed Rock-wallaby (SA and NSW),Vulnerable,-,Yes,-,-,Yes,-,-,-,Animalia,Mammalia
"Norfolk Island Robin, Pacific Robin",Vulnerable,-,-,-,-,-,-,-,-,Animalia,Aves
Laterite Petrophile,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
"Western Ground Parrot, Kyloring",Critically Endangered,-,-,-,-,-,-,-,Yes,Animalia,Aves
Night Parrot,Critically Endangered,-,Yes,Yes,Yes,Yes,-,Yes,Yes,Animalia,Aves
"Christmas Island White-tailed Tropicbird, Golden Bosunbird",Endangered,-,-,-,-,-,-,-,-,Animalia,Aves
"Red-tailed Tropicbird (Indian Ocean), Indian Ocean Red-tailed Tropicbird",Endangered,-,-,-,-,-,-,-,Yes,Animalia,Aves
Lesser Swamp-orchid,Endangered,-,Yes,-,Yes,-,-,-,-,Plantae,Liliopsida
Yellow Swamp-orchid,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida
Native Moth Orchid,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Liliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
"Red-tailed Phascogale, Red-tailed Wambenger, Kenngoor",Vulnerable,-,Yes,Yes,-,Yes,-,Yes,Yes,Animalia,Mammalia
Northern Brush-tailed Phascogale,Vulnerable,-,-,Yes,-,-,-,-,-,Animalia,Mammalia
"Kimberley brush-tailed phascogale, Brush-tailed Phascogale (Kimberley)",Vulnerable,-,-,-,-,-,-,-,Yes,Animalia,Mammalia
"Koala (combined populations of Queensland, New South Wales and the Australian Capital Territory)",Endangered,Yes,Yes,-,Yes,-,-,-,-,Animalia,Mammalia
"Davies' Waxflower, St Helens Waxflower",Critically Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
Mt Berryman Phebalium,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Rusty Desert Phebalium,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Lowan Phebalium,Vulnerable,-,-,-,-,Yes,-,Yes,-,Plantae,Magnoliopsida
-,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,-,-,Yes,-,-,-,-,Plantae,Magnoliopsida
Dwarf Mountain Pine,Critically Endangered,-,Yes,-,-,-,-,-,-,Plantae,Pinatae
Baw Baw Frog,Critically Endangered,-,-,-,-,-,-,Yes,-,Animalia,Amphibia
Mount Ballow Mountain Frog,Endangered,-,Yes,-,Yes,-,-,-,-,Animalia,Amphibia
Mountain Frog,Endangered,-,Yes,-,Yes,-,-,-,-,Animalia,Amphibia
Pugh's Sphagnum Frog,Endangered,-,Yes,-,-,-,-,-,-,Animalia,Amphibia
Richmond Range Sphagnum Frog,Endangered,-,Yes,-,-,-,-,-,-,Animalia,Amphibia
Sphagnum Frog,Vulnerable,-,Yes,-,-,-,-,-,-,Animalia,Amphibia
White-flowered Philotheca,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Sickle-leaved Waxflower,Critically Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Freycinet Waxflower,Endangered,-,-,-,-,-,Yes,-,-,Plantae,Magnoliopsida
Mountain Wax-flower,Vulnerable,-,Yes,-,Yes,-,-,-,-,Plantae,Magnoliopsida
-,Vulnerable,-,Yes,-,-,-,-,-,-,Plantae,Magnoliopsida
Wongan Eriostemon,Endangered,-,-,-,-,-,-,-,Yes,Plantae,Magnoliopsida
Keeled Tassel-fern,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Lycopodopiatae
Blue Tassel-fern,Endangered,-,-,-,Yes,-,-,-,-,Plantae,Lycopodopiatae
