Species,Common_name,Official_country,Probable_starting_year_adjusted,Probable_ending_year_adjusted,Cost_estimate_per_year_2017_USD_exchange_rate,Impacted_sector,Type_of_cost,Method_reliability
Pacifastacus leniusculus,Signal crayfish,Diverse/Unspecified,2006,2006,166768.92,Authorities-Stakeholders,Control,Low
Crassula helmsii,Australian swamp stonecrop,United Kingdom,1995,1998,1771550.19,Authorities-Stakeholders,Control,Low
Hydrocotyle ranunculoides,Floating pennywort,United Kingdom,2008,2008,3798687.88,Authorities-Stakeholders,Control,High
Hydrocotyle ranunculoides,Floating pennywort,United Kingdom,2008,2008,49117138.96,Public and social welfare,Damage-Loss,High
Lagarosiphon major,Curly water thyme,United Kingdom,2008,2008,433599.20,Authorities-Stakeholders,Control,Low
Hydrocotyle ranunculoides,Floating pennywort,Netherlands,2007,2007,2912462.89,Authorities-Stakeholders,Control,High
Procambarus clarkii,Red swamp crayfish,Portugal,2000,2000,2898324.35,Environment/Fishery/Public and social welfare,Damage-Loss,Low
Hydrocotyle ranunculoides,Floating pennywort,Spain,2009,2009,31744.45,Authorities-Stakeholders,Control,High
Eichhornia crassipes,Water hyacinth,Portugal,1999,2004,122269.52,Authorities-Stakeholders,Control,Low
Aphanomyces astaci,Crayfish plague,Norway,1987,1992,333316.72,Environment/Fishery/Public and social welfare,Damage-Loss,High
Ludwigia grandiflora,Water primrose,United Kingdom,2006,2010,15872.22,Authorities-Stakeholders,Control,Low
Cabomba caroliniana,Green cabomba,Diverse/Unspecified,2007,2007,566312.23,Authorities-Stakeholders,Control,High
Hydrocotyle ranunculoides,Floating pennywort,Diverse/Unspecified,2006,2006,4854104.81,Authorities-Stakeholders,Control,Low
Dreissena polymorpha,Zebra mussel,Denmark,2008,2008,3168.61,Authorities-Stakeholders,Control,High
Melaleuca quinquenervia,Broad-leaved paperbark,United States of America,1991,2010,179981337.58,Environment/Health/Public and social welfare,Damage-Loss,Low
Melaleuca quinquenervia,Broad-leaved paperbark,United States of America,2003,2003,34877490.88,Authorities-Stakeholders,Control,High
Melaleuca quinquenervia,Broad-leaved paperbark,United States of America,1991,1991,302368647.13,Environment/Health/Public and social welfare,Damage-Loss,Low
Melaleuca quinquenervia,Broad-leaved paperbark,United States of America,1988,1998,3344379.18,Agriculture,Control/Eradication,High
Bythotrephes longimanus,Spiny water flea,United States of America,2016,2016,6383131.88,Authorities-Stakeholders,Damage repair,High
Anguillicola crassus,Eel scwim-bladder nematode,United Kingdom,1991,1991,51711708.13,Environment/Public and social welfare,Damage-Loss,High
Pomacea maculata/Pomacea canaliculata,Apple snail,United States of America,2008,2011,10845.95,Authorities-Stakeholders,Control,High
Aeromonas salmonicida,Furunculosis,Sweden,2009,2044,388328.39,Authorities-Stakeholders,Control,High
Gymnocephalus cernua,Ruffe,United States of America,1998,2009,1639059.43,Authorities-Stakeholders,Control,High
Mnemiopsis leidyi,Sea walnut/ comb jelly,Bulgaria/Georgia/Romania/Russia/Turkey/Ukraine,2005,2005,41722698.80,Fishery,Damage-Loss,High
Prymnesium polylepis,Microalgae,Denmark/Sweden,2009,2042,27347843.19,Fishery,Damage-Loss,Low
Chattonella sp.,Unspecified Micro algae,Norway,2009,2043,2745894.88,Fishery,Damage-Loss,High
Esox lucius,Northen pike,United States of America,2016,2016,20683.71,Fishery,Damage-Loss,High
Faxonius rusticus,rusty crayfish,United States of America,2005,2005,1889252.26,Fishery,Damage-Loss,High
Petromyzon marinus,Sea lamprey,United States of America,2016,2016,102130.11,Authorities-Stakeholders,Control,High
Teredo navalis,Common shipworm,Germany/Unspecified,2000,2000,11409693.14,Public and social welfare,Damage-Loss,High
Teredo navalis,Common shipworm,Diverse/Unspecified,2000,2000,7501545.38,Public and social welfare,Damage-Loss,Low
Artemisia vulgaris,Mugwort,Sweden,2006,2006,11287612.65,Health,Damage-Loss,High
Corbicula fluminea,Asian clam,Portugal,2011,2011,297761.23,Public and social welfare,Damage-Loss,High
Corbicula fluminea,Asian clam,United States of America,1986,1986,2236322511.97,Public and social welfare,Control/Damage-Loss,Low
Procambarus clarkii,Red swamp crayfish,Spain,2012,2012,755752.15,Environment,Damage-Loss,High
Dreissena polymorpha,Zebra mussel,United States of America,1994,2000,441521.86,Authorities-Stakeholders,Control,High
Diverse/Unspecified,Aquatic macrophytes,United States of America,2015,2015,6680839.38,Authorities-Stakeholders,Control/Monitoring,High
Myriophyllum spicatum,Eurasian milfoil,United States of America,2000,2000,751862.12,Public and social welfare,Damage-Loss,High
Dreissena polymorpha/Dreissena bugensis,Zebra mussel,United States of America,1988,2007,69741759.81,Environment/Fishery/Public and social welfare,Damage-Loss,High
Didymosphenia geminata,Didymo,New Zealand,2008,2008,8042174.34,Fishery/Public and social welfare,Damage-Loss,High
Caulerpa taxifolia,Killer algae,United States of America,2000,2003,1506175.38,Authorities-Stakeholders,Eradication,High
Dreissena polymorpha,Zebra mussel,United Kingdom,2005,2005,1873072.90,Environment,Damage-Loss,Low
Petromyzon marinus,Sea lamprey,United States of America,2015,2015,20683713.26,Authorities-Stakeholders,Control/Monitoring,High
Petromyzon marinus,Sea lamprey,United States of America,1995,1995,5996130.24,Authorities-Stakeholders,Control,Low
Gymnocephalus cernua,Ruffe,United States of America,1998,2051,788880807.13,Fishery,Damage-Loss,High
Myriophyllum spicatum,Eurasian milfoil,United States of America,2010,2010,35262.38,Authorities-Stakeholders,Eradication,High
Myriophyllum spicatum,Eurasian milfoil,United States of America,2010,2010,108971.50,Public and social welfare,Damage-Loss,High
Myriophyllum spicatum,Eurasian milfoil,United States of America,2006,2006,228106.82,Authorities-Stakeholders,Eradication,Low
Dreissena polymorpha/Dreissena bugensis,Zebra mussel,United States of America,1989,1994,49610979.93,Authorities-Stakeholders,Control/Monitoring,Low
Dreissena polymorpha/Dreissena bugensis,Zebra mussel,United States of America,1994,1994,2315179.06,Authorities-Stakeholders/Public and social welfare,Eradication,Low
Dreissena polymorpha/Dreissena bugensis,Zebra mussel,Canada/United States of America,1995,2006,6134316.99,Authorities-Stakeholders,Control,High
Dreissena rostriformis,Quagga mussel,Canada/United States of America,2002,2002,45736136.32,Authorities-Stakeholders,Control,High
Dreissena rostriformis,Quagga mussel,Canada/United States of America,2002,2002,635634.17,Authorities-Stakeholders,Control/Monitoring,High
Dreissena polymorpha/Dreissena bugensis,Zebra mussel,United States of America,1990,2000,82684966.55,Authorities-Stakeholders,Control,Low
Dreissena polymorpha/Dreissena bugensis,Zebra mussel,United States of America,1995,1995,110991477.09,Authorities-Stakeholders,Control,Low
Dreissena polymorpha/Dreissena bugensis,Zebra mussel,United States of America,1992,1994,13438182.95,Authorities-Stakeholders,Research,Low
Petromyzon marinus,Sea lamprey,United States of America,1999,1999,404669.88,Authorities-Stakeholders,Control,Low
Petromyzon marinus,Sea lamprey,United States of America,1999,1999,4414580.52,Authorities-Stakeholders,Control,Low
Gymnocephalus cernua,Ruffe,United States of America,1985,1995,965143279.01,Fishery,Damage-Loss,Low
Corbicula fluminea,Asian clam,United States of America,1993,1993,7635683.59,Public and social welfare,Control/Damage-Loss,Low
Dreissena polymorpha/Dreissena bugensis,Zebra mussel,United States of America,1995,2005,429143848.83,Environment/Public and social welfare,Control/Damage-Loss,Low
Dreissena polymorpha/Dreissena bugensis,Zebra mussel,United States of America,1993,1993,169681857.51,Public and social welfare,Damage-Loss,Low
Dreissena polymorpha/Dreissena bugensis,Zebra mussel,United States of America,1999,1999,665865.89,Authorities-Stakeholders,Control,Low
Dreissena polymorpha/Dreissena bugensis,Zebra mussel,United States of America,1997,1997,572649.84,Authorities-Stakeholders,Control,Low
Channa argus,Northen snakehead,United States of America,2005,2005,138066.08,Authorities-Stakeholders,Eradication,High
Hydrilla verticillata,Hydrilla,United States of America,1993,1993,24603869.34,Authorities-Stakeholders,Control,High
Hydrilla verticillata,Hydrilla,United States of America,1980,2005,8735817.20,Authorities-Stakeholders,Control,High
Hydrilla verticillata,Hydrilla,United States of America,2011,2011,762800.50,Authorities-Stakeholders,Control,High
Eichhornia crassipes/Alternanthera philoxeroides,Water hyacinth/Alligator weeds,United States of America,1945,1949,,Authorities-Stakeholders,Control,Low
Eichhornia crassipes,Water hyacinth,United States of America,1971,1971,211875334.43,Authorities-Stakeholders,Control,Low
Eichhornia crassipes/Myriophyllum sp.,Water hyacinth/Watermilfoil,United States of America,1996,1996,26566993.41,Authorities-Stakeholders,Control,Low
Spartina sp.,Spartina,United States of America,1996,2012,1632834.09,Authorities-Stakeholders,Eradication,High
Spartina sp.,Spartina,United States of America,2012,2017,213524.46,Authorities-Stakeholders,Eradication,High
Dreissena polymorpha/Dreissena bugensis,Zebra mussel/Quagga mussel,United States of America,2009,2009,107941415.77,Authorities-Stakeholders,Control,High
Caulerpa taxifolia,Killer algae,United States of America,2000,2002,5587159.37,Authorities-Stakeholders,Management (Unspecified),High
Myriophyllum spicatum,Eurasian milfoil,United States of America,1998,2013,107325.34,Authorities-Stakeholders,Control,High
Diverse/Unspecified,NA,China,2004,2004,19465951204.45,Unspecified,Damage-Loss,Low
Eichhornia crassipes,Common water hyacinth,China,1996,1996,200033832.75,Authorities-Stakeholders,Control,Low
Mikania micrantha,Bitter vine,China,2004,2004,1180934.37,Agriculture/Environment,Damage-Loss,Low
Orobanche spp.,Broomrape,Diverse/Unspecified,1993,1993,3308796221.52,Agriculture,Damage-Loss,Low
Hydrocotyle ranunculoides,Floating pennywort,Australia,2003,2003,256586.49,Authorities-Stakeholders,Control,Low
Hydrocotyle ranunculoides,Floating pennywort,Netherlands,2000,2000,1311458.98,Authorities-Stakeholders,Control,Low
Eichhornia crassipes,Common water hyacinth,Portugal,2007,2008,232747.06,Authorities-Stakeholders,Control,Low
Diverse/Unspecified,Invasive weeds,United States of America,1993,1993,5090455.73,Authorities-Stakeholders,Control,Low
Diverse/Unspecified,Invasive weeds,United States of America,1993,1993,3393637.15,Authorities-Stakeholders,Control,Low
Pueraria montana,Kudzu,United States of America,2002,2002,2044082.70,Authorities-Stakeholders,Control,Low
Diverse/Unspecified,Invasive plants,South Africa,2010,2010,998023453.38,Environment,Damage-Loss,High
Diverse/Unspecified,Invasive plants,South Africa,2010,2010,92125241.85,Authorities-Stakeholders,Control,High
Diverse/Unspecified,Fire-adapted trees,South Africa,2010,2010,1584573.20,Environment,Damage-Loss,High
Diverse/Unspecified,Perennial invasive Australian trees,South Africa,2010,2010,4290121.58,Environment,Damage-Loss,High
Diverse/Unspecified,Invasive succulents – cacti,South Africa,2010,2010,2092168.85,Environment,Damage-Loss,High
Diverse/Unspecified,Subtropical shrubs,South Africa,2010,2010,7763608.17,Environment,Damage-Loss,High
Tamarix spp.,Tamarisks,United States of America,2005,2009,22851031.14,Authorities-Stakeholders,Control,High
Tritimovirus sp.,Wheat streak mosaic virus,Australia,2007,,,Agriculture,Damage-Loss,High
Eichhornia crassipes,Common water hyacinth,Spain,2007,2007,10840834.08,Authorities-Stakeholders,Control,Low
Eichhornia crassipes,Common water hyacinth,Spain,2008,2008,10673211.01,Authorities-Stakeholders,Control,Low
Eichhornia crassipes,Common water hyacinth,Spain,2006,2006,1525353.06,Authorities-Stakeholders,Control,Low
Eichhornia crassipes,Common water hyacinth,Spain,2007,2007,970820.96,Authorities-Stakeholders,Control,Low
Myriophyllum spicatum,Eurasian watermilfoil,United States of America,2000,2000,1423458.67,Authorities-Stakeholders,Control,High
Myriophyllum spicatum,Eurasian watermilfoil,United States of America,2000,2000,213518.80,Public and social welfare,Control,High
Myriophyllum spicatum,Eurasian watermilfoil,United States of America,2000,2000,160139.10,Authorities-Stakeholders,Control,High
Caulerpa taxifolia,Green alga,United States of America,2006,2006,9362593.32,Authorities-Stakeholders,Control,Low
Cabomba caroliniana,Carolina fanwort,Netherlands,2013,2013,488971.29,Authorities-Stakeholders,Control,High
Anoplophora glabripennis,Asian long-horned beetle,United States of America,1999,1999,3384511.73,Authorities-Stakeholders,Research,High
Diverse/Unspecified,IAS plants,South Africa,1996,1996,5022414.30,Authorities-Stakeholders,Control,High
Diverse/Unspecified,IAS plants,South Africa,2004,2004,80358628.85,Authorities-Stakeholders,Control,High
Diverse/Unspecified,IAS plants,South Africa,1995,2003,48968539.46,Authorities-Stakeholders,Control,High
Pinus spp.,Pine trees,South Africa,2003,2003,1872356.05,Authorities-Stakeholders,Control,High
Solanum mauritianum,Bugweed,South Africa,2003,2003,1470562.91,Authorities-Stakeholders,Control,High
Hakea spp.,Hakeas,South Africa,2003,2003,375676.59,Authorities-Stakeholders,Control,High
Acacia mearnsii,Black wattle,South Africa,1977,1977,2325484.84,Authorities-Stakeholders,Control,Low
Acacia mearnsii,Black wattle,South Africa,1977,1977,13394792.67,Authorities-Stakeholders,Control,Low
Tamarix spp./Elaeagnus angustifolia,Tamarisks/Russian olive,United States of America,2008,2008,91079140.59,Authorities-Stakeholders,Control/Damage repair,High
Diverse/Unspecified,IAS plants,South Africa,2002,2008,174253.27,Authorities-Stakeholders,Control,High
Diverse/Unspecified,IAS plants,South Africa,2002,2008,183356.05,Authorities-Stakeholders,Control,High
Diverse/Unspecified,IAS plants,South Africa,2005,2025,118422520.41,Authorities-Stakeholders,Control,Low
Euphorbia esula,Leafy spurge,United States of America,1985,1985,3190276.57,Agriculture,Damage-Loss,Low
Euphorbia esula,Leafy spurge,United States of America,1985,1985,5696922.45,Authorities-Stakeholders,Control,Low
Diverse/Unspecified,IAS plants - “weeds”,New Zealand,,1984,,Agriculture,Damage-Loss,Low
Nassella trichotoma,Nassella tussock,Australia,1977,1977,52471827.54,Agriculture,Damage-Loss,Low
Diverse/Unspecified,IAS plants - “weeds”,United States of America,1981,1981,60872824476.24,Agriculture,Control/Damage-Loss,Low
Diverse/Unspecified,IAS plants - “weeds”,New Zealand,1982,1982,100833268.26,Authorities-Stakeholders,Control,Low
Pomacea canaliculata,Golden apple snail,Philippines,1990,1990,68569072.80,Agriculture,Control/Damage-Loss/Damage repair,High
Diverse/Unspecified,IAS plants,South Africa,2002,2022,125370405.37,Authorities-Stakeholders,Control,High
Diverse/Unspecified,IAS plants,South Africa,2002,2002,17987927.73,Authorities-Stakeholders,Control,High
Diverse/Unspecified,IAS plants,South Africa,2002,2002,13490945.80,Authorities-Stakeholders,Control,High
Diverse/Unspecified,IAS plants,South Africa,2002,2002,5587159.37,Authorities-Stakeholders,Control,High
Diverse/Unspecified,IAS plants,South Africa,2002,2002,8993963.86,Authorities-Stakeholders,Control,High
Diverse/Unspecified,IAS plants,South Africa,2002,2002,117875435.49,Authorities-Stakeholders,Control,High
Diverse/Unspecified,IAS plants,South Africa,2002,2002,27935796.85,Authorities-Stakeholders,Control,High
Diverse/Unspecified,IAS plants,South Africa,2002,2002,378836659.72,Authorities-Stakeholders,Control,High
Diverse/Unspecified,IAS plants,South Africa,2002,2002,15126211.95,Authorities-Stakeholders,Control,High
Diverse/Unspecified,IAS plants,South Africa,2002,2002,749496.99,Environment,Damage-Loss,High
Diverse/Unspecified,IAS plants,South Africa,2002,2002,1485366.76,Environment,Damage-Loss,High
Diverse/Unspecified,IAS plants,South Africa,2002,2002,72224255.27,Environment,Damage-Loss,High
